Time stamp,LG 23,LG 24,LG 25,LG 26,LG 27,LG 28,LG 29,LG 30,dataset_id
2017-11-10 06:45:00,4.5,27.256,0.853,5.44,29.9,29.9,24.25,10.5,67
2017-11-10 20:00:00,5.1,16.77,0.817,3.64,17.95,17.95,17.5,10.0,68
2017-11-10 20:15:00,4.6,14.164,0.768,3.52,19.6,19.6,17.0,10.5,68
2017-11-10 20:30:00,4.6,13.16,0.805,2.84,17.9,17.9,16.5,10.0,68
2017-11-10 20:45:00,5.2,13.38,0.78,3.04,19.9,19.9,16.25,11.5,68
2017-11-10 21:00:00,4.2,12.176,0.792,3.52,18.65,18.65,16.0,10.5,68
2017-11-10 21:15:00,4.1,11.134,0.805,3.1,19.95,19.95,16.0,11.0,68
2017-11-10 21:30:00,4.4,10.776,0.805,3.02,17.95,17.95,16.25,10.5,68
2017-11-10 21:45:00,4.3,9.85,0.853,4.4,19.25,19.25,16.25,10.5,68
2017-11-10 22:00:00,4.4,10.87,0.817,4.36,18.15,18.15,16.0,10.5,68
2017-11-10 22:15:00,4.4,10.92,0.939,3.4,18.95,18.95,16.25,10.0,68
2017-11-10 22:30:00,4.5,10.264,0.792,3.1,18.9,18.9,16.25,10.5,68
2017-11-10 22:45:00,4.0,10.64,0.78,3.6,18.45,18.45,16.5,10.5,68
2017-11-10 23:00:00,5.1,10.356,0.805,2.96,19.15,19.15,16.5,10.0,68
2017-11-10 23:15:00,4.8,10.69,0.805,2.84,18.9,18.9,16.5,10.5,68
2017-11-10 23:30:00,4.6,10.634,0.866,3.22,19.45,19.45,16.0,9.5,68
2017-11-10 23:45:00,4.8,10.346,0.817,3.3,18.75,18.75,16.25,10.0,68
2017-11-11 00:00:00,4.8,10.82,0.805,3.42,19.7,19.7,17.0,11.0,68
2017-11-11 00:15:00,4.7,9.784,0.829,4.22,17.7,17.7,16.75,10.0,68
2017-11-11 00:30:00,4.0,10.66,0.841,4.56,19.35,19.35,16.25,9.5,68
2017-11-11 00:45:00,4.5,10.64,0.805,3.62,18.3,18.3,16.0,10.0,68
2017-11-11 01:00:00,4.8,10.266,0.805,2.9,19.25,19.25,16.25,10.0,68
2017-11-11 01:15:00,4.5,10.654,0.841,2.88,18.35,18.35,16.0,11.0,68
2017-11-11 01:30:00,4.0,11.006,0.805,3.28,18.2,18.2,16.25,10.5,68
2017-11-11 01:45:00,4.3,9.43,0.78,3.06,18.75,18.75,16.25,10.0,68
2017-11-11 02:00:00,5.0,10.41,0.792,3.22,18.75,18.75,16.0,9.5,68
2017-11-11 02:15:00,4.5,10.874,0.829,2.88,18.7,18.7,17.0,10.5,68
2017-11-11 02:30:00,4.1,11.026,0.829,4.26,19.1,19.1,22.0,10.5,68
2017-11-11 02:45:00,4.4,10.104,0.853,4.22,18.9,18.9,21.25,10.5,68
2017-11-11 03:00:00,4.6,10.046,0.78,3.74,18.85,18.85,21.5,10.0,68
2017-11-11 03:15:00,4.7,10.4,0.841,3.52,19.4,19.4,21.5,10.0,68
2017-11-11 03:30:00,4.3,10.47,0.829,2.98,18.05,18.05,21.75,10.0,68
2017-11-11 03:45:00,4.4,10.264,0.792,2.88,19.5,19.5,21.0,10.0,68
2017-11-11 04:00:00,4.6,10.816,0.792,3.2,18.75,18.75,21.0,10.0,68
2017-11-11 04:15:00,4.5,9.93,0.78,3.46,19.3,19.3,18.25,10.0,68
2017-11-11 04:30:00,4.7,10.17,0.951,2.92,18.05,18.05,16.75,10.0,68
2017-11-11 04:45:00,4.4,10.304,0.841,3.82,19.45,19.45,17.25,10.0,68
2017-11-11 05:00:00,4.6,9.67,0.829,4.32,18.75,18.75,16.5,10.0,68
2017-11-11 05:15:00,4.5,10.29,0.866,4.64,19.2,19.2,17.0,10.5,68
2017-11-11 05:30:00,4.2,10.936,0.829,3.06,18.4,18.4,16.5,10.0,68
2017-11-11 05:45:00,4.2,10.34,0.805,3.1,20.05,20.05,17.25,10.5,68
2017-11-11 06:00:00,4.5,10.764,0.805,3.42,18.8,18.8,16.0,12.0,68
2017-11-11 06:15:00,4.3,13.01,0.805,3.08,19.2,19.2,16.75,11.0,68
2017-11-11 06:30:00,4.0,16.57,0.78,3.5,17.95,17.95,17.0,10.5,68
2017-11-11 06:45:00,4.3,17.456,0.78,4.24,18.35,18.35,16.25,11.0,68
2017-11-11 07:00:00,4.6,18.85,0.829,4.52,18.0,18.0,16.25,10.0,68
2017-11-11 07:15:00,4.5,19.48,0.853,3.58,18.2,18.2,16.0,10.5,68
2017-11-11 07:30:00,5.8,20.48,0.768,3.08,19.205,19.205,16.0,10.0,68
2017-11-11 07:45:00,6.0,19.95,0.866,3.58,18.26,18.26,16.5,10.5,68
2017-11-11 21:00:00,4.6,9.99,0.792,4.44,19.7,19.7,17.25,22.0,69
2017-11-11 21:15:00,4.5,9.386,0.853,4.7,18.0,18.0,16.75,22.5,69
2017-11-11 21:30:00,4.4,10.004,0.792,2.98,19.1,19.1,16.25,21.5,69
2017-11-11 21:45:00,4.7,10.24,0.768,2.92,18.05,18.05,17.25,23.0,69
2017-11-11 22:00:00,4.8,9.116,0.805,3.16,20.05,20.05,21.75,31.5,69
2017-11-11 22:15:00,4.6,10.374,0.829,3.12,18.45,18.45,21.75,38.0,69
2017-11-11 22:30:00,5.6,10.0,0.792,4.16,19.65,19.65,22.0,42.0,69
2017-11-11 22:45:00,4.5,9.356,0.768,3.92,18.75,18.75,21.25,37.0,69
2017-11-11 23:00:00,4.6,9.534,0.866,3.94,19.2,19.2,21.75,38.5,69
2017-11-11 23:15:00,4.9,10.096,0.878,2.98,17.95,17.95,16.5,38.0,69
2017-11-11 23:30:00,4.4,9.13,0.78,3.08,19.1,19.1,17.5,39.5,69
2017-11-11 23:45:00,4.4,9.774,0.792,4.02,18.25,18.25,18.75,39.0,69
2017-11-12 00:00:00,4.8,9.626,0.866,4.34,18.45,18.45,18.75,33.5,69
2017-11-12 00:15:00,4.4,10.22,0.951,3.82,18.65,18.65,19.0,38.0,69
2017-11-12 00:30:00,4.8,9.574,0.792,2.98,18.05,18.05,18.5,37.5,69
2017-11-12 00:45:00,5.3,9.306,0.805,3.66,19.6,19.6,19.5,42.5,69
2017-11-12 01:00:00,4.5,9.31,0.78,3.06,18.2,18.2,23.5,41.5,69
2017-11-12 01:15:00,4.7,9.244,0.78,4.06,18.85,18.85,24.5,34.5,69
2017-11-12 01:30:00,4.5,9.766,0.853,4.28,18.95,18.95,24.0,30.0,69
2017-11-12 01:45:00,4.7,9.094,0.853,4.6,19.05,19.05,24.0,38.5,69
2017-11-12 02:00:00,4.7,10.126,0.768,3.96,17.85,17.85,24.5,42.5,69
2017-11-12 02:15:00,4.8,9.104,0.768,4.22,18.45,18.45,24.5,39.5,69
2017-11-12 02:30:00,4.8,9.34,0.878,4.24,18.55,18.55,25.0,39.0,69
2017-11-12 02:45:00,4.6,9.41,0.768,4.54,18.6,18.6,24.5,36.0,69
2017-11-12 03:00:00,5.2,9.486,0.768,4.16,18.4,18.4,24.0,32.0,69
2017-11-12 03:15:00,4.8,9.68,1.39,19.64,18.85,18.85,23.75,27.0,69
2017-11-12 03:30:00,4.7,9.844,1.573,21.98,19.2,19.2,24.5,24.5,69
2017-11-12 03:45:00,4.7,9.136,1.548,22.58,18.25,18.25,20.75,36.5,69
2017-11-12 04:00:00,5.0,9.554,1.609,30.22,19.45,19.45,18.5,39.5,69
2017-11-12 04:15:00,4.5,10.086,1.585,22.34,18.4,18.4,18.5,39.5,69
2017-11-12 04:30:00,4.6,11.164,1.548,17.12,19.5,19.5,18.25,41.0,69
2017-11-12 04:45:00,5.4,13.136,1.622,28.56,22.15,22.15,19.75,51.5,69
2017-11-12 05:00:00,5.0,15.75,6.73,37.62,33.6,33.6,21.75,73.5,69
2017-11-12 05:15:00,9.5,26.47,11.143,37.36,37.6,37.6,50.5,75.0,69
2017-11-12 05:30:00,5.8,31.35,12.802,40.42,41.95,41.95,66.0,78.0,69
2017-11-12 05:45:00,6.6,34.32,11.558,40.2,44.35,44.35,77.5,73.5,69
2017-11-12 06:00:00,5.5,32.33,13.216,45.1,45.3,45.3,77.0,85.0,69
2017-11-12 06:15:00,7.0,32.974,17.861,46.68,50.55,50.55,80.0,95.5,69
2017-11-12 06:30:00,11.3,35.16,30.638,46.74,52.05,52.05,97.25,115.0,69
2017-11-12 06:45:00,22.4,37.566,33.565,46.76,54.5,54.5,94.25,115.0,69
2017-11-12 07:00:00,25.9,38.4,31.541,49.62,54.4,54.4,94.25,101.5,69
2017-11-12 07:15:00,27.4,41.43,32.699,50.82,57.95,57.95,101.0,99.0,69
2017-11-12 07:30:00,29.9,40.91,30.748,49.94,59.65,59.65,102.0,114.0,69
2017-11-12 07:45:00,39.3,43.074,35.698,49.9,60.95,60.95,109.5,111.0,69
2017-11-12 08:00:00,50.2,46.846,34.759,51.88,61.608,61.608,106.5,131.0,69
2017-11-12 08:15:00,50.5,46.494,16.52,53.64,61.993,61.993,105.5,121.0,69
2017-11-12 08:30:00,50.5,47.16,16.801,53.68,60.915,60.915,110.25,117.5,69
2017-11-12 08:45:00,50.8,47.91,16.886,50.44,60.89,60.89,105.5,82.5,69
2017-11-12 22:00:00,4.5,33.886,0.829,3.52,22.15,22.15,16.5,44.0,70
2017-11-12 22:15:00,4.9,32.79,0.878,3.64,21.3,21.3,16.25,45.5,70
2017-11-12 22:30:00,5.0,30.584,0.829,3.52,23.7,23.7,16.0,45.0,70
2017-11-12 22:45:00,4.6,28.26,0.866,4.52,22.3,22.3,15.75,43.0,70
2017-11-12 23:00:00,5.5,23.766,0.939,4.86,22.1,22.1,16.0,43.0,70
2017-11-12 23:15:00,4.7,21.37,0.841,4.52,20.65,20.65,16.5,46.5,70
2017-11-12 23:30:00,5.2,20.11,0.853,3.28,21.7,21.7,16.5,41.5,70
2017-11-12 23:45:00,4.2,18.214,0.805,3.8,20.7,20.7,16.0,46.0,70
2017-11-13 00:00:00,4.9,17.2,0.988,3.34,21.25,21.25,16.25,46.0,70
2017-11-13 00:15:00,4.8,16.98,0.853,3.78,22.3,22.3,15.75,43.5,70
2017-11-13 00:30:00,4.8,17.46,0.841,3.64,22.5,22.5,16.0,45.0,70
2017-11-13 00:45:00,4.9,14.886,0.866,3.72,21.6,21.6,16.5,43.5,70
2017-11-13 01:00:00,5.5,14.144,0.866,4.0,21.05,21.05,21.0,43.5,70
2017-11-13 01:15:00,4.9,13.95,0.841,4.78,21.1,21.1,21.25,41.0,70
2017-11-13 01:30:00,4.9,14.186,0.89,4.38,21.35,21.35,22.0,43.5,70
2017-11-13 01:45:00,5.2,14.304,0.805,5.14,20.85,20.85,21.75,47.0,70
2017-11-13 02:00:00,5.2,13.89,0.829,4.58,21.05,21.05,22.75,45.0,70
2017-11-13 02:15:00,5.5,14.036,0.841,4.78,21.15,21.15,24.0,49.0,70
2017-11-13 02:30:00,5.0,13.754,0.89,5.22,21.1,21.1,24.5,43.0,70
2017-11-13 02:45:00,5.4,13.62,0.805,4.44,20.8,20.8,24.5,47.0,70
2017-11-13 03:00:00,5.7,13.286,0.902,4.7,24.05,24.05,24.25,48.5,70
2017-11-13 03:15:00,5.2,13.45,0.805,20.6,27.25,27.25,24.5,47.0,70
2017-11-13 03:30:00,5.0,13.324,0.89,21.68,27.3,27.3,24.5,45.5,70
2017-11-13 03:45:00,4.8,13.58,0.853,22.6,27.5,27.5,21.0,40.5,70
2017-11-13 04:00:00,4.8,13.43,0.866,28.72,27.7,27.7,19.5,44.0,70
2017-11-13 04:15:00,4.7,14.546,0.817,17.22,27.5,27.5,19.5,44.5,70
2017-11-13 04:30:00,5.0,17.32,0.866,18.84,26.8,26.8,19.0,44.5,70
2017-11-13 04:45:00,4.6,23.554,0.878,28.0,29.9,29.9,20.25,50.0,70
2017-11-13 05:00:00,5.9,26.29,6.511,45.84,34.65,34.65,22.0,54.5,70
2017-11-13 05:15:00,5.1,37.036,7.205,50.84,37.75,37.75,50.25,58.0,70
2017-11-13 05:30:00,5.2,40.434,8.486,50.72,44.5,44.5,74.0,84.5,70
2017-11-13 05:45:00,5.2,42.226,7.693,51.5,49.2,49.2,74.25,120.5,70
2017-11-13 06:00:00,6.7,41.86,9.302,53.0,51.45,51.45,77.0,99.5,70
2017-11-13 06:15:00,9.7,43.23,16.886,49.82,53.35,53.35,80.0,88.0,70
2017-11-13 06:30:00,14.9,42.874,28.639,51.9,60.25,60.25,90.75,97.0,70
2017-11-13 06:45:00,25.7,45.68,23.006,52.08,62.85,62.85,98.0,97.0,70
2017-11-13 07:00:00,26.7,46.516,16.154,54.02,63.253,63.253,97.0,108.5,70
2017-11-13 07:15:00,32.2,46.38,11.887,55.46,62.618,62.618,97.25,83.0,70
2017-11-13 07:30:00,49.8,45.25,20.702,55.18,64.783,64.783,96.75,113.5,70
2017-11-13 07:45:00,48.3,45.544,12.887,55.38,65.723,65.723,106.5,101.5,70
2017-11-13 08:00:00,48.7,44.9,11.643,55.56,63.835,63.835,111.25,76.0,70
2017-11-13 08:15:00,50.9,44.376,12.826,54.72,63.52,63.52,111.0,82.0,70
2017-11-13 08:30:00,54.0,45.944,11.851,55.04,64.785,64.785,107.0,66.0,70
2017-11-13 08:45:00,51.0,45.43,20.239,57.68,63.793,63.793,107.0,90.0,70
2017-11-13 09:00:00,49.0,42.27,23.226,56.88,63.803,63.803,109.25,88.0,70
2017-11-13 09:15:00,31.8,41.456,45.769,56.2,64.3,64.3,109.0,89.5,70
2017-11-13 09:30:00,40.0,43.414,34.345,55.74,62.028,62.028,106.0,64.0,70
2017-11-13 09:45:00,53.0,45.06,40.319,56.66,63.7,63.7,109.0,87.5,70
2017-11-13 23:00:00,4.5,21.81,1.024,4.08,21.85,21.85,17.0,47.5,71
2017-11-13 23:15:00,4.5,18.526,0.902,3.46,21.0,21.0,16.5,47.5,71
2017-11-13 23:30:00,4.4,16.22,0.878,4.4,21.1,21.1,16.75,56.5,71
2017-11-13 23:45:00,4.7,16.014,0.914,3.7,21.3,21.3,16.75,53.0,71
2017-11-14 00:00:00,4.4,16.02,0.902,3.84,21.85,21.85,16.0,46.0,71
2017-11-14 00:15:00,4.9,16.516,1.122,4.32,21.2,21.2,16.5,45.0,71
2017-11-14 00:30:00,4.6,13.08,0.939,5.14,21.75,21.75,16.75,44.5,71
2017-11-14 00:45:00,4.3,12.58,0.951,4.86,22.75,22.75,17.25,45.0,71
2017-11-14 01:00:00,4.5,12.16,0.975,4.22,22.1,22.1,21.5,43.0,71
2017-11-14 01:15:00,4.3,11.25,0.927,3.88,21.05,21.05,21.5,45.5,71
2017-11-14 01:30:00,4.5,11.74,0.951,4.86,21.45,21.45,22.0,43.5,71
2017-11-14 01:45:00,4.3,11.964,0.914,5.02,21.2,21.2,21.5,45.0,71
2017-11-14 02:00:00,5.2,11.056,0.951,5.28,21.7,21.7,23.0,44.5,71
2017-11-14 02:15:00,4.9,11.774,0.914,5.42,21.3,21.3,24.5,42.5,71
2017-11-14 02:30:00,4.6,11.73,0.927,4.84,21.2,21.2,24.0,43.0,71
2017-11-14 02:45:00,4.9,11.526,0.927,5.22,20.9,20.9,24.25,42.5,71
2017-11-14 03:00:00,5.2,11.974,0.951,5.2,23.6,23.6,24.75,44.0,71
2017-11-14 03:15:00,4.7,11.69,0.939,20.56,25.9,25.9,25.5,45.5,71
2017-11-14 03:30:00,4.7,11.896,0.914,22.0,26.5,26.5,24.25,43.0,71
2017-11-14 03:45:00,4.6,10.794,0.951,22.86,26.5,26.5,21.75,44.0,71
2017-11-14 04:00:00,5.2,12.036,0.914,29.7,26.85,26.85,19.5,41.0,71
2017-11-14 04:15:00,4.5,12.68,0.866,19.3,26.25,26.25,19.5,27.5,71
2017-11-14 04:30:00,4.7,17.984,0.927,16.26,27.45,27.45,19.0,30.5,71
2017-11-14 04:45:00,4.5,28.386,0.951,31.04,27.8,27.8,20.25,42.0,71
2017-11-14 05:00:00,4.8,26.89,4.645,44.02,35.05,35.05,32.25,69.0,71
2017-11-14 05:15:00,4.3,34.0,8.169,49.48,39.75,39.75,49.75,69.5,71
2017-11-14 05:30:00,4.4,36.74,7.681,49.98,44.65,44.65,77.5,86.5,71
2017-11-14 05:45:00,4.8,38.494,18.629,49.84,47.55,47.55,79.0,96.0,71
2017-11-14 06:00:00,5.3,36.516,24.091,54.3,49.85,49.85,80.5,90.0,71
2017-11-14 06:15:00,11.5,36.61,26.432,54.44,51.15,51.15,86.5,83.0,71
2017-11-14 06:30:00,15.1,38.06,20.178,56.06,54.5,54.5,90.75,71.5,71
2017-11-14 06:45:00,21.6,40.39,34.967,54.4,57.1,57.1,98.75,77.0,71
2017-11-14 07:00:00,29.7,41.77,46.025,55.38,60.95,60.95,99.75,102.0,71
2017-11-14 07:15:00,29.7,41.6,26.176,55.68,60.403,60.403,100.5,101.5,71
2017-11-14 07:30:00,46.0,43.16,45.708,57.18,62.66,62.66,99.5,85.0,71
2017-11-14 07:45:00,50.0,40.044,34.552,57.94,65.268,65.268,104.0,120.5,71
2017-11-14 08:00:00,45.9,39.126,41.063,55.62,66.073,66.073,105.25,139.5,71
2017-11-14 08:15:00,47.2,41.674,43.867,57.14,66.133,66.133,106.0,133.5,71
2017-11-14 08:30:00,45.5,44.336,34.54,59.04,65.995,65.995,108.25,158.0,71
2017-11-14 08:45:00,46.6,46.68,42.94,59.34,67.41,67.41,106.25,131.5,71
2017-11-14 09:00:00,50.6,45.454,37.856,58.78,68.215,68.215,105.75,98.0,71
2017-11-14 09:15:00,30.7,44.526,41.721,55.86,70.885,70.885,107.25,71.5,71
2017-11-14 09:30:00,33.4,47.51,26.896,57.4,66.988,66.988,105.0,67.0,71
2017-11-14 09:45:00,45.8,46.864,39.746,58.72,69.238,69.238,107.5,94.5,71
2017-11-14 10:00:00,47.3,48.22,45.696,58.38,69.31,69.31,105.25,122.5,71
2017-11-14 10:15:00,45.3,48.516,35.686,56.64,68.17,68.17,107.5,116.5,71
2017-11-14 10:30:00,47.0,50.31,44.757,56.64,68.13,68.13,103.0,114.5,71
2017-11-14 10:45:00,48.4,50.514,35.028,53.62,68.023,68.023,105.0,117.5,71
2017-11-15 00:00:00,4.7,14.586,0.963,3.88,20.75,20.75,16.25,46.5,72
2017-11-15 00:15:00,4.8,13.814,1.061,3.54,21.6,21.6,16.5,47.0,72
2017-11-15 00:30:00,5.2,12.786,0.902,3.58,20.65,20.65,16.5,53.5,72
2017-11-15 00:45:00,4.5,12.444,0.975,3.8,22.35,22.35,16.75,43.0,72
2017-11-15 01:00:00,4.9,12.01,0.963,3.38,20.85,20.85,21.25,45.5,72
2017-11-15 01:15:00,4.9,11.326,0.914,3.44,21.3,21.3,21.5,50.0,72
2017-11-15 01:30:00,5.0,10.03,0.914,5.34,20.9,20.9,22.0,54.5,72
2017-11-15 01:45:00,4.5,11.38,0.817,4.86,22.85,22.85,21.75,49.0,72
2017-11-15 02:00:00,4.7,11.04,0.853,5.2,22.9,22.9,22.5,48.0,72
2017-11-15 02:15:00,4.9,10.544,0.927,4.56,20.8,20.8,24.0,46.0,72
2017-11-15 02:30:00,4.7,11.236,1.012,5.1,20.8,20.8,24.25,39.0,72
2017-11-15 02:45:00,4.1,10.074,0.927,4.88,20.05,20.05,24.5,29.0,72
2017-11-15 03:00:00,5.2,10.73,0.939,4.64,25.85,25.85,24.25,28.0,72
2017-11-15 03:15:00,4.7,10.12,0.914,19.96,27.2,27.2,24.75,35.5,72
2017-11-15 03:30:00,5.2,11.28,0.89,22.12,27.75,27.75,24.75,47.5,72
2017-11-15 03:45:00,5.0,10.2,0.853,21.74,27.8,27.8,22.25,49.0,72
2017-11-15 04:00:00,4.1,10.43,0.841,27.84,27.55,27.55,20.5,57.0,72
2017-11-15 04:15:00,5.0,16.046,0.975,20.88,27.15,27.15,21.75,47.5,72
2017-11-15 04:30:00,4.8,19.35,0.939,16.82,28.65,28.65,20.75,44.0,72
2017-11-15 04:45:00,5.0,25.24,0.914,26.18,28.0,28.0,20.0,41.0,72
2017-11-15 05:00:00,5.0,27.104,5.255,38.82,34.95,34.95,23.0,51.5,72
2017-11-15 05:15:00,5.6,30.666,7.193,40.24,40.65,40.65,49.5,48.5,72
2017-11-15 05:30:00,5.7,35.614,8.534,40.88,45.35,45.35,67.25,64.5,72
2017-11-15 05:45:00,4.9,37.966,9.437,42.88,45.85,45.85,68.5,110.5,72
2017-11-15 06:00:00,5.7,38.224,14.143,45.2,50.5,50.5,71.5,100.5,72
2017-11-15 06:15:00,8.3,39.6,25.871,47.0,53.25,53.25,83.75,115.0,72
2017-11-15 06:30:00,18.0,39.976,29.822,48.1,57.15,57.15,87.0,111.0,72
2017-11-15 06:45:00,27.1,38.02,37.685,46.32,57.5,57.5,96.0,96.5,72
2017-11-15 07:00:00,27.4,40.63,31.614,45.92,61.1,61.1,94.5,115.0,72
2017-11-15 07:15:00,30.5,39.74,12.85,45.82,62.9,62.9,99.5,106.5,72
2017-11-15 07:30:00,47.2,44.344,10.314,49.54,65.405,65.405,105.25,90.0,72
2017-11-15 07:45:00,48.0,46.196,12.582,51.48,67.958,67.958,101.0,100.5,72
2017-11-15 08:00:00,46.2,46.564,11.765,49.56,67.568,67.568,106.0,110.5,72
2017-11-15 08:15:00,47.2,47.696,16.618,47.26,68.53,68.53,108.0,104.0,72
2017-11-15 08:30:00,54.0,48.874,29.261,52.26,66.97,66.97,108.25,106.0,72
2017-11-15 08:45:00,52.0,47.82,28.737,52.12,68.278,68.278,107.0,122.5,72
2017-11-15 09:00:00,46.8,46.05,30.139,48.6,68.77,68.77,106.75,93.0,72
2017-11-15 09:15:00,30.0,45.71,32.114,45.42,65.675,65.675,103.75,70.5,72
2017-11-15 09:30:00,34.4,47.106,39.685,47.16,66.938,66.938,104.5,88.0,72
2017-11-15 09:45:00,47.8,49.734,12.692,47.5,69.485,69.485,106.5,105.0,72
2017-11-15 10:00:00,49.8,47.776,23.677,47.28,68.633,68.633,110.5,87.5,72
2017-11-15 10:15:00,45.3,49.65,30.102,49.84,69.435,69.435,103.25,94.0,72
2017-11-15 10:30:00,45.9,51.764,29.773,47.94,70.785,70.785,104.25,96.5,72
2017-11-15 10:45:00,45.5,55.25,20.678,45.78,70.888,70.888,106.0,74.5,72
2017-11-15 11:00:00,45.9,54.73,23.372,45.98,71.875,71.875,106.25,78.5,72
2017-11-15 11:15:00,47.5,54.58,27.981,48.38,67.92,67.92,101.75,87.0,72
2017-11-15 11:30:00,42.2,54.37,10.644,43.26,67.345,67.345,102.25,68.0,72
2017-11-15 11:45:00,38.5,53.556,10.473,37.9,66.203,66.203,96.0,69.0,72
2017-11-16 01:00:00,4.9,13.51,0.963,3.52,22.4,22.4,21.5,51.0,73
2017-11-16 01:15:00,4.5,12.516,0.878,3.88,23.8,23.8,21.75,55.0,73
2017-11-16 01:30:00,4.8,12.7,1.012,5.06,22.75,22.75,21.5,49.5,73
2017-11-16 01:45:00,5.4,12.964,0.914,4.92,23.2,23.2,22.5,49.0,73
2017-11-16 02:00:00,4.8,13.2,0.914,4.84,21.75,21.75,23.25,47.0,73
2017-11-16 02:15:00,4.8,11.74,0.866,4.66,22.65,22.65,24.25,51.0,73
2017-11-16 02:30:00,4.8,12.75,0.853,4.9,22.35,22.35,24.75,48.5,73
2017-11-16 02:45:00,4.8,11.7,0.902,4.88,24.15,24.15,24.75,48.5,73
2017-11-16 03:00:00,4.3,11.87,1.0,5.04,29.65,29.65,24.5,47.5,73
2017-11-16 03:15:00,5.2,12.81,0.902,20.88,29.75,29.75,25.25,50.0,73
2017-11-16 03:30:00,4.4,12.27,0.927,21.78,30.5,30.5,24.75,42.0,73
2017-11-16 03:45:00,5.7,13.05,0.89,23.02,28.0,28.0,21.5,40.5,73
2017-11-16 04:00:00,4.9,11.936,1.0,28.92,29.1,29.1,20.25,32.5,73
2017-11-16 04:15:00,4.6,19.32,0.853,17.8,28.45,28.45,21.0,30.0,73
2017-11-16 04:30:00,4.8,25.384,0.853,18.64,29.3,29.3,19.75,29.5,73
2017-11-16 04:45:00,4.5,32.726,0.841,22.8,29.45,29.45,20.5,29.0,73
2017-11-16 05:00:00,5.4,34.484,6.547,33.16,35.35,35.35,24.5,46.5,73
2017-11-16 05:15:00,6.8,36.35,7.193,35.98,40.35,40.35,52.5,77.0,73
2017-11-16 05:30:00,6.7,39.61,7.303,36.24,46.5,46.5,65.0,89.5,73
2017-11-16 05:45:00,7.1,40.396,8.51,41.8,47.85,47.85,69.5,119.5,73
2017-11-16 06:00:00,7.5,39.65,22.494,44.8,50.0,50.0,72.75,117.0,73
2017-11-16 06:15:00,8.5,41.29,27.2,47.74,53.45,53.45,77.0,62.5,73
2017-11-16 06:30:00,15.0,42.56,23.896,56.1,54.3,54.3,92.0,90.0,73
2017-11-16 06:45:00,24.5,42.594,11.412,58.52,56.95,56.95,90.0,94.0,73
2017-11-16 07:00:00,24.8,47.056,9.936,55.72,57.1,57.1,92.0,87.0,73
2017-11-16 07:15:00,26.1,45.114,21.738,56.0,61.75,61.75,97.25,67.5,73
2017-11-16 07:30:00,44.2,46.576,11.57,56.06,61.005,61.005,101.0,69.5,73
2017-11-16 07:45:00,46.8,46.624,11.424,52.32,62.4,62.4,104.5,104.0,73
2017-11-16 08:00:00,47.3,46.76,10.619,52.2,63.06,63.06,102.75,87.5,73
2017-11-16 08:15:00,49.3,47.59,14.813,51.22,61.51,61.51,107.25,87.0,73
2017-11-16 08:30:00,46.5,49.35,29.273,53.64,63.215,63.215,103.5,97.0,73
2017-11-16 08:45:00,45.3,50.13,28.2,54.54,63.32,63.32,104.5,113.0,73
2017-11-16 09:00:00,46.2,48.38,28.432,55.7,62.97,62.97,102.5,87.0,73
2017-11-16 09:15:00,31.6,45.876,27.895,63.1,64.285,64.285,104.25,93.5,73
2017-11-16 09:30:00,35.5,45.684,15.776,60.9,63.413,63.413,104.25,106.0,73
2017-11-16 09:45:00,45.1,46.956,14.838,58.2,65.818,65.818,103.0,114.5,73
2017-11-16 10:00:00,39.8,47.73,33.699,53.94,67.71,67.71,100.25,97.5,73
2017-11-16 10:15:00,36.6,49.43,10.266,50.7,66.208,66.208,103.25,125.5,73
2017-11-16 10:30:00,33.3,50.894,24.384,52.96,65.523,65.523,99.5,112.0,73
2017-11-16 10:45:00,34.3,49.126,28.456,52.18,65.338,65.338,104.0,95.5,73
2017-11-16 11:00:00,22.2,48.66,26.883,53.22,64.698,64.698,101.0,97.0,73
2017-11-16 11:15:00,16.9,47.93,17.703,51.84,63.718,63.718,104.0,90.5,73
2017-11-16 11:30:00,17.1,45.66,22.799,49.52,60.53,60.53,98.75,105.0,73
2017-11-16 11:45:00,24.4,42.664,21.08,47.12,58.598,58.598,95.25,93.5,73
2017-11-16 12:00:00,24.1,40.29,15.618,42.7,55.985,55.985,87.5,54.0,73
2017-11-16 12:15:00,20.4,38.536,23.482,42.12,54.66,54.66,102.25,76.5,73
2017-11-16 12:30:00,15.9,38.214,28.883,38.64,57.87,57.87,100.5,76.0,73
2017-11-16 12:45:00,14.2,38.316,11.851,41.68,54.205,54.205,99.0,68.5,73
2017-11-17 02:00:00,5.0,11.446,0.866,4.32,26.3,26.3,22.25,10.0,74
2017-11-17 02:15:00,5.2,10.254,0.853,3.82,24.45,24.45,24.0,10.0,74
2017-11-17 02:30:00,5.3,11.29,0.792,4.22,25.5,25.5,24.0,10.5,74
2017-11-17 02:45:00,5.2,10.456,0.744,4.08,24.75,24.75,24.0,10.5,74
2017-11-17 03:00:00,5.1,11.534,0.768,3.7,25.85,25.85,24.25,10.0,74
2017-11-17 03:15:00,5.0,11.43,0.78,4.04,24.25,24.25,24.25,10.5,74
2017-11-17 03:30:00,5.4,10.646,0.805,4.1,25.65,25.65,23.75,10.0,74
